,Title,Location,Price,description,Links
84,two bedroom plus den basement apartment near leslie/hwy7,Markham / York Region,"$1,300.00",two bedrooms plus den. first and last. utilities included. Furniture provided. one parking. Not for children. call/text 6479540190. need employment letter/credit report.,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/two-bedroom-plus-den-basement-apartment-near-leslie-hwy7/1533326611
85,Large room for rent. Hi speed wifi all utilities parking  inc,Markham / York Region,$900.00,Warm and cheerful fully furnished room for rent in a very prestigious neighbourhood. All utilities are included. It has an en-suite jack and Jill washroom. Ultra hi speed internet is given as a ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/large-room-for-rent-hi-speed-wifi-all-utilities-parking-inc/1533326593
86,Sharing partner,City of Toronto,PleaseContact,"ONLY FOR BOYS. LOOKING FOR STUDENT SHARING ROOM AVAILABLE ( Available from 01 November 2020) Close to the Humber College, Grocery Stores, Albion mall, Humber college, Library and close to TTC. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/sharing-partner/1533326510
87,Furnished Room on Spadina,City of Toronto,$600.00,Furnished room in apartment for student. Check in December 1st. No lease. Long or short term. Friendly roommates. Prefer Asian students. Only female allowed. Rent is all inclusive. Free WIFI. Steps ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-on-spadina/1533326223
88,from $460 basement bedroom at Kennedy/Denison in Markham area,Markham / York Region,$460.00,"• Available Nov 01. Male only • Detached Cozy and clean and Tidy room is available. • NON-SMOKING WORKING OR STUDENT MALE ONLY. PETS are not allowed. Coop student is welcome. • , double garage house ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/from-460-basement-bedroom-at-kennedy-denison-in-markham-area/1533326132
89,Furnished Private Room College Subway Eaton Center Loblaws Metro,City of Toronto,"$1,225.00",Looking for a tenant for a Private Room in a Fully Furnished Private Room in a 2 Bedroom Townhouse in a Top downtown Toronto neighborhood available for lease . Other tenant is a working female. Two ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-private-room-college-subway-eaton-center-loblaws-metro/1533325944
90,Beautiful Furnished Room in Friendly Home with Sauna,City of Toronto,$875.00,"Welcome to our home! We are a couple of health-conscious, wellness-obsessed, biohackers and this is our co-living home! We are located between Sheppard Station (20 minute walk) and Bayview Village ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/beautiful-furnished-room-in-friendly-home-with-sauna/1532124045
91,WANTED: Vegetarian Male Roommate | Downtown  |  Nov 1 or Dec 1,City of Toronto,$830.00,"Check out my VIDEO TOUR : https://www.youtube.com/watch?v=SfvqlZDECSM Available November 1st, 2020. Move in ANYTIME in November or December 1st. HIGHLIGHTS *** Located downtown Toronto in a safe ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/wanted:-vegetarian-male-roommate-downtown-nov-1-or-dec-1/1529814046
92,Fully furnished basement  in Malton,Mississauga / Peel Region,PleaseContact,"Fully furnished basement apartment ground main level in Malton. Accomodation available for girls only. Wifi and laundry included. Very close to several bus stops, malls, shopping centres and more.",https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/fully-furnished-basement-in-malton/1527107728
93,Furnished bdrm in renovated condo Jane & Steeles NOW or Nov 1,City of Toronto,$800.00,Renovated furnished single bedroom with a day bed in 3 bdrm completely renovated condo apartment at Jane & Steeles. Ideally located in 15 mins walk to York University and subway station. Available ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-bdrm-in-renovated-condo-jane-steeles-now-or-nov-1/1532317651
94,Basement for Rent Available Oct 1st,Markham / York Region,PleaseContact,"2 bedroom apartment for rent full kitchen and bath. 1 parking spot available. Suitable for a single or couple and small family. Walking distance to ttc, grocery store, schools, Gurdwara. Ideally ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/basement-for-rent-available-oct-1st/1527263543
95,1 Bedroom Apartment for Rent! 4th Floor w/balcony behind Subway!,City of Toronto,"$1,500.00","Walking distance to Halal Grocery Store, Swimming Pool, Doctor’s Clinic, Mosque and Bangladeshi Community Centre. Victoria Park Subway and Danforth GO is just 5 minutes away from here. This Apartment ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-apartment-for-rent-4th-floor-w-balcony-behind-subway/1533325941
96,FURNISHED ROOM FOR STUDENT - St.Clair (COOP/UofT/GBC/RU),City of Toronto,$799.00,"Beautiful, lots of light, completely renovated house, one furnished room is available in November or December for $800/month with possible renewal for another year. Furnished, after grand reno, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-student-st-clair-coop-uoft-gbc-ru/1533325856
97,"FURNISHED ROOM for STUDENT: Ossington+Bloor (COOP,UofT,GBC,RU)",City of Toronto,$799.00,"Beautiful, lots of light, completely renovated house, one furnished room is available in November or December for $800/month with possible renewal for another year. Furnished, after grand reno, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-student:-ossington-bloor-coop-uoft-gbc-ru/1533325436
98,Room for rent,City of Toronto,$650.00,Room available for rent single person. Semi furnished (gays are welcome),https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1533325062
99,One Basement room is to rent 1st December 2020,City of Toronto,$550.00,looking for a male tenant ( preferred will be given to student) for 72 Confederation. Lawrence and Markham. No Parking Share with other tenants two washrooms and kitchen Fixed rent $550 everything ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-basement-room-is-to-rent-1st-december-2020/1533324624
100,XL BEDROOM RENTAL FOR A STUDENT OR PROFESSIONAL,City of Toronto,"$1,000.00","After renting the room - in total 3 people live in this big house (4 bedrooms and 3 washrooms) The price includes all the utilities – ultra high speed unlimited internet, hydro, water, heating, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/xl-bedroom-rental-for-a-student-or-professional/1533324601
101,Room with private washroom (Steeles & Bathurst),City of Toronto,$650.00,Available December 1st. No lease required. Room with private washroom in clean and spacious two bedroom apartment. Including utilities and internet. Furnished or unfurnished- your choice. 1 min. to ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-with-private-washroom-steeles-bathurst/1533324381
102,Room near Humber College North Campus & Etobicoke General,Mississauga / Peel Region,PleaseContact,FEMALE only Big Room for rent in the basement near Humber College North Campus and Etobicoke General Hospital All utilities and internet are included. Private room with shared kitchen and washroom ...,https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-near-humber-college-north-campus-etobicoke-general/1533324358
103,Midtown Toronto House 4 min to Yonge Subway,City of Toronto,$900.00,"Traditional,3 Bedroom Semi Detached Lawrence Park Home, A Gorgeous Private Back Garden Very Important feature , since everyone has to stay at home. .You Will Be Sharing with 1 Male and 2 Cats. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/midtown-toronto-house-4-min-to-yonge-subway/1533324342
104,Room for one person,City of Toronto,$700.00,One bedroom with attached bathroom and one separate small kitchen. No one will be sharing this space with you. i am giving to one person only (Preferred Female). Near Kennedy station and 3 to 4 ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-one-person/1533324242
105,Room near Humber College North Campus & Etobicoke General,City of Toronto,PleaseContact,FEMALE only Big Room for rent in the basement near Humber College North Campus and Etobicoke General Hospital All utilities and internet are included. Private room with shared kitchen and washroom ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-near-humber-college-north-campus-etobicoke-general/1533324238
106,Private Fully Furnished Room For Rent Available on December,City of Toronto,"$1,250.00","A fully furnished private room in 2 bedrooms apartment for rent in a great area of Yonge and Davisville. Easy access to subway, TD, Pharmacy, Sobeys, and extra Call me for more info",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-fully-furnished-room-for-rent-available-on-december/1533324153
107,Room for rent/sharing,City of Toronto,$600.00,FURNISHED ROOM VERY WELL LOCATED AVAILABLE NOW FREE WIFI ALL UTILITIES INCLUDED $ 600 CLEAN AND FRIENDLY HOUSE PLEASE SEND A TEXT MESSAGE TO JAY at 6479962925,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-sharing/1533323634
108,Furnished Room in Ground Level Apartment on Bayview & Steels,City of Toronto,$740.00,"One Furnished Room in a Two Bedroom Ground Level, House Apartment with Separate Entrance in Prestigious Bayview Woods, North York (Bayview and Steels) for One Professional. Key Features: The Place • ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-in-ground-level-apartment-on-bayview-steels/1533323278
109,ROOM AVAILABLE FOR RENT (females only),City of Toronto,$500.00,"• FEMALES ONLY (no men or couples) • Major intersection Scarborough Golf Club Rd & Lawrence Ave East • 1 bedroom in the basement • access to a washroom, kitchen and laundry room in the basement • ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-rent-females-only/1533323129
110,Room for rent,Mississauga / Peel Region,PleaseContact,"One spacious bedroom available for rent for a single female in a 3 bdr house -upper floor. Kitchen/living/washroom shared with a young indian couple. House is close to bus stops, grocery stores, ...",https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-for-rent/1533323060
111,Bright and large room close to Keele /Wilson ( North York),City of Toronto,$800.00,"• Furnished big room , nice and clean on main floor with shared washroom & kitchen, wifi, utilities included. ( only uses the coins for laundry) • The room comes with new and comfortable queen size ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bright-and-large-room-close-to-keele-wilson-north-york/1533323021
112,Room for rent,City of Toronto,$750.00,"A private room is available for rent from December 1,2020. Washroom and kitchen has to be shared The room can be taken fully taken or it can be shared by two people. There is a female staying in the ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1533323020
113,Lawrence and Yonge 5 min to Subway,City of Toronto,$700.00,"Traditional,3 Bedroom Semi Detached Lawrence Park Home, A Gorgeous Private Back Garden Very Important feature , since everyone has to stay at home. .You Will Be Sharing with 1 Male and 1 Female and 2 ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/lawrence-and-yonge-5-min-to-subway/1533322704
114,Rooms for rent,City of Toronto,$600.00,"Hello , I have 4 bedrooms for rent, share kitchen and washroom ( the room can for couple ), located at Lawrence and Weston . included electric, water, internet. Moved to bus 5minutes . available ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rooms-for-rent/1533322491
115,Basement rent for only punjabi girls,Markham / York Region,$950.00,"Basement rent for only punjabi girls . Posted in for rent, room rental, roommates in Markham / York Region. November 1, 2020",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/basement-rent-for-only-punjabi-girls/1533322375
116,Room for rent Duffering and Wilson,City of Toronto,$825.00,"Available to a nice, mature, civilized, and relatively easy going GENTLEMAN, well disciplined with cleanliness and tidiness. - Shared living room, kitchen and bathroom - Close to Wilson subway ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-duffering-and-wilson/1533322236
